statements,tiidf_result,lsi_result,lda_result,difflib_resutl
"We supply therapy products and stuff like that and we use a financial service firm to do credit limits and they're called Close Brothers and it's consumer credits firms, so people spreading payments. We're looking at using interest bearing credit limits so we can get longer terms with them. And I'm just currently trying to find out how we apply, what we apply as and then the fees around that","Do you already have another Limited Permission AND only provide credit information services in connection with this Limited Permission? If the performance of credit information activities is incidental or only connected to the carrying on of another Limited Permission, then you will not need to increase your license from Limited to Full.  check ROA. q 32, credit ready","Do you already have another Limited Permission AND only provide credit information services in connection with this Limited Permission? If the performance of credit information activities is incidental or only connected to the carrying on of another Limited Permission, then you will not need to increase your license from Limited to Full.  check ROA. q 32, credit ready","<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ",Are you a credit union? Click HERE to check if you are a credit union.  60G(2)
"I'm looking to set up a debt collection agency and I want some advice what basically do I need, do I need to be registered with any bodies or anything like that. ","Do you carry on the activity of debt collecting? Please click ‘yes’ if you take steps that lead to the payment of a debt under a credit agreement or a hire agreement or any of the agreements listed in this list (add link), Otherwise, click ‘no’.  39F","Do you carry on the activity of debt collecting? Please click ‘yes’ if you take steps that lead to the payment of a debt under a credit agreement or a hire agreement or any of the agreements listed in this list (add link), Otherwise, click ‘no’.  39F",Is your customer a 'high net worth' individual? Note: If your customers are ‘high net worth individuals’ you will need to make sure that you comply with the 'conditions' (link to conditions) and your customer will need to sign this declaration (link to declaration).  60Q,Is the loan provided to an individual in connection with a dwelling and secured by a mortgage on the land? Please click HERE to see what conditions apply.  This is to eliminate 60D
"We're a jewellers actually and I'm phoning up with the view to getting a consumer credit licence, because we'd like to go into pawnbroking this year. ","If you are a credit union, a the credit agreements you enter into with your customers are those listed in this video, please click 'yes'. Otherwise click 'no'. Please click HERE to view a short video.  ","If you are a credit union, a the credit agreements you enter into with your customers are those listed in this video, please click 'yes'. Otherwise click 'no'. Please click HERE to view a short video.  ","Is the credit agreement a 'regulated mortgage contract' or a 'regulated home purchase plan'? Please click HERE to see (a short video)(detailed advice) explaining what these terms mean.  It is very important that you understand the difference between these agreements and other credit agreements as if this applies to you, you may be exempt. 60C(2) ROA","a. Do you charge any money to borrowers in connection with the provision of credit – including interest payments and other charges?

b. Is the obligation to repay secured by a legal mortgage on land?

c. Are your agreements ever hire purchase or conditional sale agreements? If you answer ‘yes’ to any of these question, then please click ‘yes'. Otherwise click ‘no’  A ‘hire-purchase agreement’ is an agreement between you as owner and another person as hirer of goods where the hirer has the option or ability to buy the goods. The goods should be in the possession of the hirer. This agreement is not to be confused with a consumer hire agreement which is also an agreement between you as owner and another person as hirer of goods BUT which does not give the hirer the option to purchase the goods. credit ready q.5"
Well I'm an accountant and I have a client who sells caravans. He wants to refer his customers to someone who will give them lending to buy the caravan but not on HP. He's wondering if he needs to be regulated in some way through the FCA or whether it¡¯s the other party that needs to be regulated.,"Do you deal with Consumer Clients 'by way of business'? The expression 'by way of business' means that you conduct this activity regularly. If you intend to provide a loan to an individual once for example, you will not need to be authorised. If you are not sure how this applies to you, please click HERE to find out more.   ","Do you deal with Consumer Clients 'by way of business'? The expression 'by way of business' means that you conduct this activity regularly. If you intend to provide a loan to an individual once for example, you will not need to be authorised. If you are not sure how this applies to you, please click HERE to find out more.   ","Is the credit provided to your customer for his business AND in connection with trade in goods and services with persons outside of the UK? The location of the customer of your customer is key to answering this question. If your customer sells goods from the UK to Germany, click 'yes'. If he is a consultant who advises clients who are outside of the UK, please also click 'yes'. If, however, he sells goods (such as children toys) to people in the UK as well as to people outside of the UK, then click 'no'.  60C(8)","If the agreement is one of those listed in this short video (or pop up list), please click 'yes' otherwise click 'no'   60F exemptions relating to number of repayments to be made"
"So we are a small and start up motor trade company. We trade in used cars, starting a few months still trading from home. We have got the company as limited, but as with any other used car vendor, we are receiving calls from customers to offer options for finance as such.  ","Do you already have another Limited Permission AND only provide credit information services in connection with this Limited Permission? If the performance of credit information activities is incidental or only connected to the carrying on of another Limited Permission, then you will not need to increase your license from Limited to Full.  check ROA. q 32, credit ready","Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  ","Do you deal with Consumer Clients 'by way of business'? The expression 'by way of business' means that you conduct this activity regularly. If you intend to provide a loan to an individual once for example, you will not need to be authorised. If you are not sure how this applies to you, please click HERE to find out more.   ",Is the agreement a borrower lender supplier agreement? A borrower lender supplier agreement is a credit (or loan) agreement where on person (A) lends to another person (B) and amount of money in connection with the supply of goods (whether by (A) or another person).  60F
"Who would obviously be authorised to do that? For actually the purpose of selling the car, because if a customer wants the car and they don't have the money, they need someone to finance it. ",Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,"Is the credit provided to your customer for his business AND in connection with trade in goods and services with persons outside of the UK? The location of the customer of your customer is key to answering this question. If your customer sells goods from the UK to Germany, click 'yes'. If he is a consultant who advises clients who are outside of the UK, please also click 'yes'. If, however, he sells goods (such as children toys) to people in the UK as well as to people outside of the UK, then click 'no'.  60C(8)","If the agreement is one of those listed in this short video (or pop up list), please click 'yes' otherwise click 'no'   60G exemptions relating to the total charge for credit"
"I was just phoning for some advice, because I'm not sure if it would be required and if it is, I just wanted to know how, potentially, to be authorised. So, mobility research UK is a company I started last year, it's a UK supplier for a medical device. We're often asked if we can offer finance, the equivalent is quite expensive. I understand if you want to offer finance you have to authorised by yourselves. So I looked at third party companies and they charge quite a high interest. I was just wondering what's the guidelines with offering just part payment without any interest as such, for equipment? ","Is the credit provided to your customer for his business AND in connection with trade in goods and services with persons outside of the UK? The location of the customer of your customer is key to answering this question. If your customer sells goods from the UK to Germany, click 'yes'. If he is a consultant who advises clients who are outside of the UK, please also click 'yes'. If, however, he sells goods (such as children toys) to people in the UK as well as to people outside of the UK, then click 'no'.  60C(8)","Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  ","Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  ","Do you carry on the activity of debt collecting? Please click ‘yes’ if you take steps that lead to the payment of a debt under a credit agreement or a hire agreement or any of the agreements listed in this list (add link), Otherwise, click ‘no’.  39F"
"So we're a very large organisation and we've been running a cycle to work scheme now for the at few years. And I know we're covered under that in terms of consumer credit licences because it's up to ¡ê1000. But this year we're actually changing the release dates so instead of having it august like we normally do, it's now going to be changed to earlier, like April/May time, which means there will be some people who will be overlapping. How does this affact us? ",Are your agreements secured by a legal mortgage on land?   check where in RAO this comes from? it's in Credit Ready. q15.,Are your agreements secured by a legal mortgage on land?   check where in RAO this comes from? it's in Credit Ready. q15.,"Is the credit agreement a 'regulated mortgage contract' or a 'regulated home purchase plan'? Please click HERE to see (a short video)(detailed advice) explaining what these terms mean.  It is very important that you understand the difference between these agreements and other credit agreements as if this applies to you, you may be exempt. 60C(2) ROA","Is the credit provided to your customer for his business AND in connection with trade in goods and services with persons outside of the UK? The location of the customer of your customer is key to answering this question. If your customer sells goods from the UK to Germany, click 'yes'. If he is a consultant who advises clients who are outside of the UK, please also click 'yes'. If, however, he sells goods (such as children toys) to people in the UK as well as to people outside of the UK, then click 'no'.  60C(8)"
We've been told by Halfords that if we have a consumer credit licence we'd able to offer finance. ,Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,"Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  ","Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  ","Is the loan provided to the customer in connection with a dwelling and secured by a mortgage on land? Before you answer the question, click HERE to see what conditions apply.  60E(5)"
"I was looking to, I'm, a self-employed car dealer, who's looking at offering customers finance. One of the brokers has said I need to get an FCA licence, I'm just enquiring about what was the process of getting that licence.",Are your agreements secured by a legal mortgage on land?   check where in RAO this comes from? it's in Credit Ready. q15.,Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,Is your customer a 'high net worth' individual? Note: If your customers are ‘high net worth individuals’ you will need to make sure that you comply with the 'conditions' (link to conditions) and your customer will need to sign this declaration (link to declaration).  60Q
We're setting up a new care sales retail outlet so we need to apply for a consumer credit licence. Because we're going to offering finance and what not.,"<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ","<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ","<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ",Are you a housing authority? Click HERE to check if you are a housing authority.   60E(5)
"All I know, a consumer credit licence, you have to apply for it, you have to pay for it and once you've got it, then you can offer finance deals on the cars. ","<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ","<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ","<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ",Are you a housing authority? Click HERE to check if you are a housing authority.   60E(5)
"We want to apply for a consumer credit licence and I'm trying to figure out what type of licence we actually need. Basically what we are, we're a car sales company and we're going to be sending information to like a third party broker and they're going to do all the finance side of things, all we're going to be doing is getting the names and addresses of people and then forwarding it on to them. What kind of licence do I need and what do I need to fill in and so on?",Do you provide credit information services?   ,"<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ","<p><strong>Do you deal with Consumer Clients?</strong></p> <p>A consumer client is an individual whose habitual residence is in the UK. Click HERE for more information. The term 'deal' is used here in a very broad sense. It refers to providing lending services, other credit related services, debt services related to credit agreements, credit referencing services, peer to peer lending platforms which relate to consumer credit agreements and more. If you are not sure if you deal with consumer clients, please click 'yes' so you can confirm this by completing this questionnaire.</p> <p>Whether you need a consumer credit license or not depends on who your customers are. if your customers are NOT consumers, for example if they are companies and you regularly provide them with loans, then you should take our intermediary questionnaire to check if you need to apply for another license. Please click HERE to take the intermediary questionnaire. Please note that where you are based has no impact on whether you should apply for a license or not. For the purposes of this analysis, it is the location of your customers that matters.</p> ",Are you a housing authority? Click HERE to check if you are a housing authority.   60E(5)
As a business I want to get limited permission authorisation so that I can offer finance to my customers. Is that possible?,"Do you already have another Limited Permission AND only provide credit information services in connection with this Limited Permission? If the performance of credit information activities is incidental or only connected to the carrying on of another Limited Permission, then you will not need to increase your license from Limited to Full.  check ROA. q 32, credit ready","Do you already have another Limited Permission AND only provide credit information services in connection with this Limited Permission? If the performance of credit information activities is incidental or only connected to the carrying on of another Limited Permission, then you will not need to increase your license from Limited to Full.  check ROA. q 32, credit ready","Do you deal with Consumer Clients 'by way of business'? The expression 'by way of business' means that you conduct this activity regularly. If you intend to provide a loan to an individual once for example, you will not need to be authorised. If you are not sure how this applies to you, please click HERE to find out more.   ",Is your customer a 'high net worth' individual? Note: If your customers are ‘high net worth individuals’ you will need to make sure that you comply with the 'conditions' (link to conditions) and your customer will need to sign this declaration (link to declaration).  60Q
"I want to offer finance to the customers, there are two types of customer, one who would buy a boiler and second, the ASOC pumps. Now AOSC pumps, they will be offered some kind of home improvement loan. So what kind of category licence do I need?",Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,"If the agreement is one of those listed in this short video (or pop up list), please click 'yes' otherwise click 'no'   60F exemptions relating to number of repayments to be made",Is your customer a 'high net worth' individual? Note: If your customers are ‘high net worth individuals’ you will need to make sure that you comply with the 'conditions' (link to conditions) and your customer will need to sign this declaration (link to declaration).  60Q
I'm a car dealer and I'm looking to get an FCA licence so I can offer car finance but I don't know how to do it. ,Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,Are the loans you provide to your customers for the purposes of financing the purchase of a dwelling and secured by a mortgage on land? Please click HERE to (watch this video) and click 'yes' if ANY of the credit agreements you enter into with your customers are mentioned or listed in the video.   60E,"If the agreement is one of those listed in this short video (or pop up list), please click 'yes' otherwise click 'no'   60F exemptions relating to number of repayments to be made",Is the agreement a borrower lender supplier agreement? A borrower lender supplier agreement is a credit (or loan) agreement where on person (A) lends to another person (B) and amount of money in connection with the supply of goods (whether by (A) or another person).  60F
"It's just a general enquiry. Ok so, how do we go about submitting an application then, for a credit licence?",Are your agreements secured by a legal mortgage on land?   check where in RAO this comes from? it's in Credit Ready. q15.,Are your agreements secured by a legal mortgage on land?   check where in RAO this comes from? it's in Credit Ready. q15.,Is the agreement a borrower lender supplier agreement? A borrower lender supplier agreement is a credit (or loan) agreement where on person (A) lends to another person (B) and amount of money in connection with the supply of goods (whether by (A) or another person).  60F,mul780 .  que829
Basically my brother is the director and he's delegated to me to give you a call to enquire if we need to be registered to take weekly payments from customers. ,Are your agreements secured by a legal mortgage on land?   check where in RAO this comes from? it's in Credit Ready. q15.,"Do you carry on the activity of debt collecting? Please click ‘yes’ if you take steps that lead to the payment of a debt under a credit agreement or a hire agreement or any of the agreements listed in this list (add link), Otherwise, click ‘no’.  39F","a. Do you charge any money to borrowers in connection with the provision of credit – including interest payments and other charges?

b. Is the obligation to repay secured by a legal mortgage on land?

c. Are your agreements ever hire purchase or conditional sale agreements? If you answer ‘yes’ to any of these question, then please click ‘yes'. Otherwise click ‘no’  A ‘hire-purchase agreement’ is an agreement between you as owner and another person as hirer of goods where the hirer has the option or ability to buy the goods. The goods should be in the possession of the hirer. This agreement is not to be confused with a consumer hire agreement which is also an agreement between you as owner and another person as hirer of goods BUT which does not give the hirer the option to purchase the goods. credit ready q.5","If the ONLY credit broking you carry on is in relation to Green Deal Plans, please click ‘yes’. Otherwise, click ‘no’. Click HERE to view a short video explaining what a Green Plan is.  credit ready q. 18 to 20 inclusively"
"We'll be offering carpets and flooring, carpets and underlay. Do we need to apply to you to be authorised to offer finance options?","Are your customers high net worth individuals only? If you provide loans to 'high net worth individuals' only, you will not need to apply for authorisation. Consider whether this is an option for your business.
Note: If your customers are ‘high net worth individuals’ you will need to make sure that you comply with the 'conditions' (link to conditions) and your customer will need to sign this declaration (link to declaration).  This question is eliminating 60H RAO","Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  ","Are your customers high net worth individuals only? If you provide loans to 'high net worth individuals' only, you will not need to apply for authorisation. Consider whether this is an option for your business.
Note: If your customers are ‘high net worth individuals’ you will need to make sure that you comply with the 'conditions' (link to conditions) and your customer will need to sign this declaration (link to declaration).  This question is eliminating 60H RAO","Is the loan provided to the customer in connection with a dwelling and secured by a mortgage on land? Before you answer the question, click HERE to see what conditions apply.  60E(5)"
My colleagues from different places have told us you need to set up with the FCA. I couldn't actually quite understand why we should register with the FCA. We are setting up a new business as a car trading autodealer. What would be the point for registering with the FCA?,"Do you act as appointed representative for an authorised firm? If you are appointed by a person who is authorised by the FCA to represent that person you may be exempt. If you have a written agreement with the authorised firm and meet the conditions listed HERE, click 'yes'. Otherwise, click 'no'.  ","Do you act as appointed representative for an authorised firm? If you are appointed by a person who is authorised by the FCA to represent that person you may be exempt. If you have a written agreement with the authorised firm and meet the conditions listed HERE, click 'yes'. Otherwise, click 'no'.  ","Is the credit provided to your customer for his business AND in connection with trade in goods and services with persons outside of the UK? The location of the customer of your customer is key to answering this question. If your customer sells goods from the UK to Germany, click 'yes'. If he is a consultant who advises clients who are outside of the UK, please also click 'yes'. If, however, he sells goods (such as children toys) to people in the UK as well as to people outside of the UK, then click 'no'.  60C(8)","a. Do you charge any money to borrowers in connection with the provision of credit – including interest payments and other charges?

b. Is the obligation to repay secured by a legal mortgage on land?

c. Are your agreements ever hire purchase or conditional sale agreements? If you answer ‘yes’ to any of these question, then please click ‘yes'. Otherwise click ‘no’  A ‘hire-purchase agreement’ is an agreement between you as owner and another person as hirer of goods where the hirer has the option or ability to buy the goods. The goods should be in the possession of the hirer. This agreement is not to be confused with a consumer hire agreement which is also an agreement between you as owner and another person as hirer of goods BUT which does not give the hirer the option to purchase the goods. credit ready q.5"
We are going to trade cars and some of our colleagues or let's say friends told us to register with the FCA to offer them t offer them limited permissions financing and so on,"Do you already have another Limited Permission AND only provide credit information services in connection with this Limited Permission? If the performance of credit information activities is incidental or only connected to the carrying on of another Limited Permission, then you will not need to increase your license from Limited to Full.  check ROA. q 32, credit ready","Do you already have another Limited Permission AND only provide credit information services in connection with this Limited Permission? If the performance of credit information activities is incidental or only connected to the carrying on of another Limited Permission, then you will not need to increase your license from Limited to Full.  check ROA. q 32, credit ready","Do you already have another Limited Permission AND only provide credit information services in connection with this Limited Permission? If the performance of credit information activities is incidental or only connected to the carrying on of another Limited Permission, then you will not need to increase your license from Limited to Full.  check ROA. q 32, credit ready",Are you a credit union? Click HERE to check if you are a credit union.  60G(2)
"Basically my question is, I'm dealing with cars. I'm trying to sell cars and I asked one of my friends who is actually dealing with like, finance and he said to contact the FCA.","Is the credit less than £25,000 AND a Green Deal Plan? Click HERE to find out what the Green Deal Plan is.   ","Is the credit less than £25,000 AND a Green Deal Plan? Click HERE to find out what the Green Deal Plan is.   ","Do you deal with Consumer Clients 'by way of business'? The expression 'by way of business' means that you conduct this activity regularly. If you intend to provide a loan to an individual once for example, you will not need to be authorised. If you are not sure how this applies to you, please click HERE to find out more.   ","Do you engage in credit broking (for example, do you introduce customers to a finance or leasing company)? Not all credit agreements are regulated. This means that if you are providing credit broking services in respect of a credit agreement that is exempt, you may also be exempt from authorisation. Click HERE to view a short video about exempt credit agreements.  "
I just wanted to get some information on how to start offering credit,Do you provide credit information services?   ,Do you provide credit information services?   ,Do you provide credit information services?   ,"Do you act as appointed representative for an authorised firm? If you are appointed by a person who is authorised by the FCA to represent that person you may be exempt. If you have a written agreement with the authorised firm and meet the conditions listed HERE, click 'yes'. Otherwise, click 'no'.  "
We have an issue at the minute with money lending on site. I was just wondering about the legality or otherwise of personal money lending with interest rates. ,Is the agreement a borrower lender supplier agreement? A borrower lender supplier agreement is a credit (or loan) agreement where on person (A) lends to another person (B) and amount of money in connection with the supply of goods (whether by (A) or another person).  60F,Is the agreement a borrower lender supplier agreement? A borrower lender supplier agreement is a credit (or loan) agreement where on person (A) lends to another person (B) and amount of money in connection with the supply of goods (whether by (A) or another person).  60F,Is the agreement a borrower lender supplier agreement? A borrower lender supplier agreement is a credit (or loan) agreement where on person (A) lends to another person (B) and amount of money in connection with the supply of goods (whether by (A) or another person).  60F,Is the agreement a borrower lender supplier agreement? A borrower lender supplier agreement is a credit (or loan) agreement where on person (A) lends to another person (B) and amount of money in connection with the supply of goods (whether by (A) or another person).  60F
"The reason I am calling is because I just want to know if I need a licence or I need authorisation, because what happened is, I want to lend my friends money, a maximum of 20 friends, between 15 to 20 friends a maximum of ¡ê1000 and then they will pay me for one year, with an interest of ¡ê200.","If the ONLY credit broking you carry on is in relation to Green Deal Plans, please click ‘yes’. Otherwise, click ‘no’. Click HERE to view a short video explaining what a Green Plan is.  credit ready q. 18 to 20 inclusively","If the ONLY credit broking you carry on is in relation to Green Deal Plans, please click ‘yes’. Otherwise, click ‘no’. Click HERE to view a short video explaining what a Green Plan is.  credit ready q. 18 to 20 inclusively","Are your customers high net worth individuals only? If you provide loans to 'high net worth individuals' only, you will not need to apply for authorisation. Consider whether this is an option for your business.
Note: If your customers are ‘high net worth individuals’ you will need to make sure that you comply with the 'conditions' (link to conditions) and your customer will need to sign this declaration (link to declaration).  This question is eliminating 60H RAO","If the agreement is one of those listed in this short video (or pop up list), please click 'yes' otherwise click 'no'   60F exemptions relating to number of repayments to be made"
"I was ringing to see if I could  get some information, I don't know if it's applicaple to yourself or not. But I mean, the firm that I work for, we have our own accounts department and we look after bringing in debt and owed money. We've been asked by some of our business associates if we could debt collect on their behalf. So I was looking to get some information as to what we would have to do to be able to do that. ",Do you provide credit information services?   ,Do you provide credit information services?   ,"Do you carry on the activity of debt collecting? Please click ‘yes’ if you take steps that lead to the payment of a debt under a credit agreement or a hire agreement or any of the agreements listed in this list (add link), Otherwise, click ‘no’.  39F",Are you a credit union? Click HERE to check if you are a credit union.  60G(2)
Basically I need some information on how can I register with the FCA? To sell cars with the finance. ,Do you provide credit information services?   ,Do you provide credit information services?   ,"Do you deal with Consumer Clients 'by way of business'? The expression 'by way of business' means that you conduct this activity regularly. If you intend to provide a loan to an individual once for example, you will not need to be authorised. If you are not sure how this applies to you, please click HERE to find out more.   ","Is the credit less than £25,000 AND a Green Deal Plan? Click HERE to find out what the Green Deal Plan is.   "
